id,wallet,price,created_at,payment_confirmed_at,txid,wallet_balance
10812,bc1qvgve703qu4dyq7qgjjxmktch4xanf7sn6khqgxafpx6vkf7yesvqf8ktq3,0.017701,2021-12-01 23:52:39 -0500,2021-12-01 23:55:59 -0500,49b6eab0ad177226c5047da9b7f0cf269feb658c6d29b875db85036c38ce1093,0.0
10872,bc1qaz37mk93ahang65549k9agkvptzgllrzmgagmf9ed99wtsusqmdsqcxpfx,0.017587,2021-12-02 15:53:45 -0500,2021-12-02 16:25:14 -0500,58e98ff9fa38b40b38991220b16f2381f03e997be43967372ec8acb895bb0453,0.0
10876,bnb12chxetfyflg6qkmttgzlujqdl7ypeuk9ktt2jw,1.609528,2021-12-02 16:12:16 -0500,2021-12-02 16:13:45 -0500,40427C56DB2CC2C84F8C6098CAE47F6744454E95820DBC33FD875F92EC48FDEF,0.0
10882,bnb1kwyzc08rsexgq5zpjpckx8a47rhurr9wkur25p,1.601794,2021-12-02 16:32:26 -0500,2021-12-02 16:33:22 -0500,C93B49E97A99FDEDEDB157D183BEA3F8E0A9FA34429935E3DD0F5B3179FDBEF7,0.0
10883,bnb18y5h5qrj2zmj5t7kv92mtd5v7ds5frj7ldy0at,1.602564,2021-12-02 16:36:46 -0500,2021-12-02 16:37:59 -0500,4659D7169F83984D612212804A5EDDF874CAAD967CA767F3693CF304AD851E22,0.0
10884,bnb1479pv9anzajktuxhn0fjt7sg54nrwl2dwl73tj,1.602051,2021-12-02 16:38:28 -0500,2021-12-02 16:39:17 -0500,4F8597D39EBCED06B97E22B87FDE7C2B6378567F5B1C18747CF7FE39E1267D85,0.0
10885,bnb1hqcmfjpzsue6cqdyyec7mjuneau8v3m0es0s3u,1.602307,2021-12-02 16:39:38 -0500,2021-12-02 16:40:19 -0500,F70C0DF86D9614E48A4851115E8BF224B54C4A946C92FC8FC9978B530DD9D1F3,0.0
10886,bnb1uhc9474k6v3j5ckhlsutemwr8jlw4x5d3zkl5m,1.601537,2021-12-02 16:40:41 -0500,2021-12-02 16:41:17 -0500,C2E8D53EE9BF092B8309B4AE74A2F4F5F4396659ABA9E1B7B4F6942578706506,0.0
10887,bnb1u3fugzn0cg2h3pfuqwcrum683c2470q24vamnh,1.602051,2021-12-02 16:41:41 -0500,2021-12-02 16:42:27 -0500,30C7521C3B8F58CBE45BC6B3ECD491628306EB958A802CF4377EF1ACCEB0A354,0.0
10888,bnb1npm2lcnzh5gvsa8d05dxsgk664rwyf62wadjpt,1.601537,2021-12-02 16:42:53 -0500,2021-12-02 16:43:26 -0500,3BC37D68F79A2666E3BD230B67379AFDC6558FBAB290DA996C6B700523F25462,0.0
10889,bnb1pvqhul0a0ac84fpn3q2lkeuypwl0ammarysrgy,1.600512,2021-12-02 16:43:51 -0500,2021-12-02 16:44:28 -0500,043BAA5B67AD4F5FFD77920BDF610728E9DB1ACFECDA9615B94B86852C52B709,0.0
10890,bnb1tfvmv9270nt6kt6ttdm0a0c75zlc8j60fmw426,1.600768,2021-12-02 16:45:01 -0500,2021-12-02 16:45:34 -0500,30C06EAE623118DEF1952C5FB6E347C6CB73F60020625427D71FD3F58AD08501,0.0
10891,bnb1nntzm9pvpavc27wva05lcshzkyu8ury6yyu2gz,1.602821,2021-12-02 16:56:20 -0500,2021-12-02 16:57:04 -0500,FDC8D1456F5F0B4F3886865B9F1F3788C69C2BCFD076256091BED52D5C484E78,0.0
10892,bnb1qfrkt3j49malhwvxsf9j8jurt9mp8qpqkfaeru,1.603078,2021-12-02 16:57:27 -0500,2021-12-02 16:58:02 -0500,F2A05666B887FCAF340B2E42F6223DDB1ED0BCA68FEF21710AFFA6D8AA572B10,0.0
10893,bnb1anpyng348f60y5y8jxqkn7nrs5tk06dgc9rqjq,1.602821,2021-12-02 16:58:46 -0500,2021-12-02 16:59:24 -0500,AF9588D5DBA6A6F9A9321DA95F4B00C46010825969B89326844225D1145F2839,0.0
10894,bnb1crl7x0ssljt9s5293h6vuna9ln5pm9qa0h8p7u,1.602051,2021-12-02 17:00:05 -0500,2021-12-02 17:00:45 -0500,8B055A3F36949AE11DB5487BECD9C59E0C1D20C5FD1516EEEDC4DFA09F3D37DB,0.0
10895,bnb1mjak3pcd6y3pf67xy9wqqf0px4ng8r3t24dzpa,1.603849,2021-12-02 17:01:02 -0500,2021-12-02 17:01:35 -0500,0D782BF071B346A6C27B872505D00E6B7C3E9B6DE32F5AC0F642B9427A411A3D,0.0
10900,bc1qndwv0mxpswufmz7sm3y8299g40a6ew20xaqmgwr9d6sh4dl6d65qvqdxr2,0.017621,2021-12-02 17:12:25 -0500,2021-12-02 17:16:12 -0500,45c5591864f76f4e57764bb002955d75a5166fb5cd5693507c8f50b56a4d1e4c,0.0
10903,bnb1w5fhpdcw5mnz7wjysjkp63tar4v96y8f9v2kmu,0.160462,2021-12-02 17:30:55 -0500,2021-12-02 17:31:40 -0500,0502698AAE70487A847EF26FA9D13DF5946B3BCE9E60ABCA90A81ED10CFF5380,0.0
10904,bnb14782snu9v7eptty54qq3448xsazs75ak9prh4x,0.160462,2021-12-02 17:32:25 -0500,2021-12-02 17:33:02 -0500,1D3DF813B3A2D5022D182EA64839DC7887B8684FCD694D8FB8ADC7ABA74A7459,0.0
10915,bc1qq2mnq6555crqjvh7tps6p2zzqfg3k8qhj5j9wxcaz9dapuwu646sekx7ez,0.017629,2021-12-02 19:34:35 -0500,2021-12-02 19:42:10 -0500,07b80c5e2cc79b050b6635ac030c9eba1055be0087e35a56ebee4d34b69e5aaa,0.0
10922,bc1qjva3nr87ktt006l3k72hvck0n3vng3uqkkw8zgn4k2xgjfp926qqedndrh,0.017669,2021-12-02 19:55:12 -0500,2021-12-02 19:58:23 -0500,864f6eedaa25f5933e2c5c1522dc475e23fdabee2a1de0a0275abb5a69a0a46f,0.0
10923,bnb1mf5v76ycgn98vcsnk60hsnulaxy7awvshns9yy,1.618909,2021-12-02 19:57:54 -0500,2021-12-02 20:02:30 -0500,81AE4E15FE6E272FF3BAFB396BDDFB8D1EDBD05B3E7E20A1ADF74B8C34D6A1B4,0.0
10925,bnb1vlss0lgvwakhr385xjxj4jss8lptx8st4t8e0l,1.622323,2021-12-02 20:03:36 -0500,2021-12-02 20:06:29 -0500,A123E651BF7FDDD642DF362A96B3B4CE3E5490BA758812408D34E10CD6F2B8FA,0.0
10926,bnb17s7j59u3aq82xpc9e36hh7wjevnaccgl739qp4,1.619433,2021-12-02 20:11:11 -0500,2021-12-02 20:14:26 -0500,8FBBEFE72795445DCF7627BD5024B7A306B4C441921967E4B8B55BF24F173107,0.0
10927,bnb1ssxpms8snvy352jxygcgcts4tu093hwzf8ltp7,1.629461,2021-12-02 20:33:01 -0500,2021-12-02 20:35:34 -0500,5D49B3C35CE83AC51EFB02B17207057FF5A4649D9FA16CA2A5696A7E5675151F,0.0
10983,bc1q3lwsc4guuqa4elwu78s0w2aaezrwz7asn5430vqdpt7evpw3247smeyrfd,0.001167,2021-12-03 09:41:02 -0500,2021-12-03 09:44:10 -0500,076a157df762aa2017e8535301b783c823c40791b11388350b114bcbcaee6f01,0.0
10991,bnb1vumz7f7tv5uxesgt92w8g2d9ky0shvrx5vdtsn,1.664447,2021-12-03 11:20:52 -0500,2021-12-03 11:21:25 -0500,administrator-ActivaciónLider3,0.0
11000,bc1q72676mcq4knft0jal2s5exreq2zu4qvrj5sduervw555jzqgny2q7hpgfw,0.018062,2021-12-03 11:43:22 -0500,2021-12-03 11:52:32 -0500,12c69b13a526040f53ac15b4e45b80f6cc6ffa9d812bf4d4ce2c007c6889c6b1,0.0
11006,bc1qd6sldyp2kumxq947kz4wwgc685sdcmnq4kww38z9tmnl8u64n6dqxja8w4,0.018248,2021-12-03 12:05:24 -0500,2021-12-03 12:13:34 -0500,c2b7249b775fd191f759dff67f9f55a114ad6c02fa4413bc14174f247c16c57a,0.0
11008,bc1qqecqukck5nwntxtsc6rtz2w008dfc57nzkflay5ulrs3glzsf9mq3xtq4y,0.018198,2021-12-03 12:17:22 -0500,2021-12-03 12:21:33 -0500,712e52f380f0c0bb0350a757015dd28d03c3ccd9be3376e1378814d337cac74f,0.0
11018,bc1q59pgm8829tw2r9wf38qsesn4ta8n2r8yqplzfu7ykqdmqt8u8fms8srkyj,0.018158,2021-12-03 13:08:42 -0500,2021-12-03 13:14:34 -0500,ac03c2a60796a81193152228cc1240fc9de50f05209e7028b57c459a90ba96e0,0.0
11037,bnb1ntvzy0wv0ly972268yz7n77wtsqrzmpjjlgruz,0.025126,2021-12-03 14:25:41 -0500,2021-12-03 14:28:27 -0500,0721009AF6BF25BC7D998C6B109FA7E6948EC292198D6B45D5464E213B983729,0.0
11062,bc1qvlyyknljqt8d3f78zkyn5gk43ew3xd75wmxqmew47hlcsw7wevmq90v2wn,0.018664,2021-12-03 17:13:44 -0500,2021-12-03 17:23:34 -0500,c44b348690e618e8b0c27050d98f3fa5f0aaa4852dc34f662c76069e3cfafc19,0.0
11073,bnb1yaur8zvpshtr2wr08ngv9c0x7mh92s78zwgy96,1.675884,2021-12-03 18:38:37 -0500,2021-12-03 18:40:37 -0500,B29080D3238A262FA32C6C4B996A81CCDCD563A69E4ED770F25ACDC441BC20E5,0.0
11074,bnb1f2r3zs0wjc7l4dpqdfd482z6vjape23w0v62wg,1.674201,2021-12-03 18:49:59 -0500,2021-12-03 18:51:54 -0500,B01A474E82A9CCE4BC6B48F94D96CFD840B8235C2481569BF47112832A78B776,0.0
11075,bc1q4azqf0989n0uz9z8udtlkq6v4x6cl509vw9cazthy5w64fsaygvsu8zd2j,0.018694,2021-12-03 19:01:17 -0500,2021-12-03 19:36:36 -0500,c72bc76040eab8bf65a602304a5fc4843d196b4bb969a1a96b5141586ce97e0f,0.0
11077,bnb1hhnkyw68cytd6yxu8wuut5ha5pk8vsp4a0m54l,1.700102,2021-12-03 19:39:55 -0500,2021-12-03 19:41:55 -0500,F106774E03B3DB168D8D6632C6096D4E5605D8AC3548501B11C978AB596C23C4,0.0
11078,bc1qg35ngwkpqc9ev9cap7k6rc5anc20dn8n4p6x8j8e2v8ee0sel90sfx0crl,0.018675,2021-12-03 19:41:52 -0500,2021-12-03 19:56:34 -0500,b571c54fc26c84b964b6b487224cd1aeaf24538e54cde647410ce2685c97f708,0.0
11080,bc1qwhfd3lljuktyat3ah3t6lu7wzx3hhsf9mfy4nyszr84gmx4uerqsh3hf2q,0.018781,2021-12-03 19:54:44 -0500,2021-12-04 07:02:09 -0500,administrator-SctivaciónporErrordepago (Alex),0.0
11084,bnb1lsyyrl0a3ml8yfv8a7rnvgalg2ynvgd777nzdu,1.718508,2021-12-03 20:28:24 -0500,2021-12-03 20:30:37 -0500,FB2C14764850DB6FF7244A3B784FC792F4501204D7114D5CAE968D70F7F3414C,0.0
11087,bnb1jfwz3e27zz5nguup6r9qt7zmfjt8tczzlns67s,1.721763,2021-12-03 20:40:50 -0500,2021-12-03 20:44:28 -0500,FA3F9BD61E190FC8A5926AAA520FCA2893FAABFC3807DD1E66C7EC701F5914A2,0.0
11090,bc1qkj3tsw5p8kj0sj2v57y8j7fnk56efdfsptx807p23d558254ukjs8a9vgu,0.018905,2021-12-03 21:40:49 -0500,2021-12-03 21:44:33 -0500,50c8b2dcdc432714c7154fb7b6f5e728e7240f1c8b59b297f02d3bf946a24a5b,0.0
11115,bnb1yf68qww9nketv2txd9rrgmjyek4g2sm4pepnuj,1.775568,2021-12-04 10:32:20 -0500,2021-12-04 10:35:06 -0500,E84708DA81CFAE23BC0E5CBAC51DDF5B2AE99A541199E53CB674B407C6704B8A,0.0
11122,bnb19rj64jc7amm7w94c79w8sumy9dlvsrms0zf4dr,1.792757,2021-12-04 11:47:02 -0500,2021-12-04 11:48:55 -0500,F0D6BD97F0A5EC1025ACD161961661B3D90047DEBBC7B06FD0F6AFDFB85ADC0B,0.0
11125,bnb1wd2ehwc6vrfjl5q7wwkxnmsgyvv0gw08d32xla,1.798885,2021-12-04 11:50:28 -0500,2021-12-04 11:52:29 -0500,F029A35FC447F3133FE1418CD26E2B9D3AFF2BF522D53522515B7BC862AA6C10,0.0
11126,bnb1xap3aug8cn79gcdzxdtw7k9puy766pcpghm4cw,1.793079,2021-12-04 11:53:12 -0500,2021-12-04 11:54:54 -0500,CF95496E2DAB28178F6D4A1B3E468A37ECEF450BB5863E7D073DE4716438E156,0.0
11127,bnb1lzpyd9zcedjgt0qlreqgph5vf8z28dncu2yc35,1.794044,2021-12-04 11:56:02 -0500,2021-12-04 11:58:02 -0500,755030EDD76318E10659E1901C8CE5E4A180E5F7C309F39E9DDE7B81B7E7E4AB,0.0
11236,bc1qm8f72artntzlw87pwr3z6aapyx6ychnpfmnqmtvp6ug3talrftvsnpqg8s,0.010379,2021-12-06 09:59:55 -0500,2021-12-06 10:02:13 -0500,bd0756cc0c55739908896fc07419af1e31ae1722a134810002137bc04a5c60e7,0.0
11239,bc1q2923m9y20mv59mdmty453303s362g8tjeuysmyd5slcprmdc3tcq2kcdph,0.020368,2021-12-06 12:08:46 -0500,2021-12-06 12:13:46 -0500,05cb8d8dae029a051107ef7c9871d372e1ec1a87f59d98a4ac08327a7b66027e,0.0
11259,bnb1awgq622hg0ry2a5ky2l3wjetmjye3qm5m225c0,1.757778,2021-12-06 13:45:06 -0500,2021-12-06 13:46:56 -0500,E674D9224B8F91B6C8D9CB249F4DFB0E6E7806EAD9B1786EC05568F39F419029,0.0
11278,bc1q0s23k6ewfqdyge4nzdshm4tl8kd0z626a3xlzvduy0zetatarr5qk62jjg,0.019927,2021-12-06 16:53:22 -0500,2021-12-06 16:57:02 -0500,e8cb4926e2e330d75003b1fbe692671056c6b0608ccc39ec2148cfd2a41e83af,0.0
11290,bnb1t3l40hm5lmedsj3ql869eyxuud99rmee4t9fx9,1.701259,2021-12-06 18:39:41 -0500,2021-12-06 18:45:43 -0500,7F3113E0D701663BD09E6074EB42B2CC31919EA922865F676DF48DD6796CACD1,0.0
11294,bnb159775vjl6k9cklmf28mysjd9hz7erh4jxpredl,1.701548,2021-12-06 18:45:10 -0500,2021-12-06 18:45:51 -0500,8CB06A7D7A6F78E9F6CA832EBB5BE8EBE1D78BC1620F7E9AE7FDE6E4169A8893,0.0
11295,bnb129f7zr4pf6dwufee45zfz6kpzkzp03dl536g0e,1.70097,2021-12-06 18:45:57 -0500,2021-12-06 18:46:57 -0500,827C27A2755C8591D5A3AAD3869F5F2C3D4E467CD8B293C85FFA580436D7F0AD,0.0
11296,bnb1wh9u3qfsk4hk94ne9mzej294q2m0fmqaf9d4zk,1.706193,2021-12-06 18:50:21 -0500,2021-12-06 18:51:04 -0500,DD58104733FD0424C746F601D3F21A66613E185F9EC6EB9D669566332902E98A,0.0
11305,bnb1gajlpmln5z3cwxcs2ekelx8p3k854mh8mnmevr,1.70097,2021-12-06 22:14:14 -0500,2021-12-06 22:15:02 -0500,69543F4561EEE73CAD3AB6EC3CA75923641075B7C64389A9FB854327CC89B29C,0.0
11306,bnb1lsryn7md6pjdjyqk753xf5mu2ky7jwepc2gkpt,1.700102,2021-12-06 22:17:14 -0500,2021-12-06 22:23:57 -0500,F3B60A2965ED1121D1F34F8B5013262918EFB01F44EE868980A979BEB2CB017A,0.0
11308,bnb1q9cadcg8270k9wx0vjll33a78s9ehcyf7sp9qj,1.698658,2021-12-06 22:22:17 -0500,2021-12-06 22:22:57 -0500,301E22504370E69A3A6D3B5CFA4049C5206CEE9894ACD6DC639FF284A91F8430,0.0
11309,bnb1rzgwckk79a7ldevdx5yp3sqsnw0pefdw3zn5sz,0.847601,2021-12-06 22:27:48 -0500,2021-12-06 22:30:38 -0500,54F47B319E6B82C3950BBE5C12C3AE02AB5470E428E4A77A5D5960218797DB3E,0.0
11322,TLdxrCffDEA64WNaZGubHrhHGAGLFe9ZvE,549.631747,2021-12-07 08:12:45 -0500,2021-12-07 08:16:24 -0500,12a364eea6a3092efc44b093a3bfa007501a033e1f6e786a4de48767d9cc2ab5,0.0
11323,TGgSB6WrLEJ7nRyzTryvLuGN9GU8XTMpBv,550.903482,2021-12-07 08:28:50 -0500,2021-12-07 08:30:48 -0500,0fdb8671fe96a6fe8e4b8a54153bd2479a162dd92b360384b5f3b5c5e01f2b07,0.0
11329,bc1qvh7xs7mqcgm7p5w5cyt4apu2l4e8394k2yq5ten0fv5jgxrez22q29t5z9,0.021155,2021-12-07 10:03:49 -0500,2021-12-15 12:42:09 -0500,e0cd9f068e6d1fb52fc273b356ab54230dd4d7738d6bc9bd052fdea646ddb800,0.0
11380,bc1q6euz647uu7q9r8rgtsq8saemcw2yuzeapxnxq5vqfh5n4tjvkcsqd84fzh,0.019926,2021-12-07 17:09:00 -0500,2021-12-07 17:30:42 -0500,dca875333c60d217847604822a51124abb13d0e25867dc0f0c4c0030bd576847,0.0
11383,bnb1u4qmmarl29zeup5jynfmsyl2dp3httatuuuthy,1.736714,2021-12-07 17:11:39 -0500,2021-12-07 17:12:37 -0500,79F44A5F24F24FDB8ADF7659694B982E51B3BD71A9DE6AFC6D6B2DF278366096,0.0
11384,bnb12s6a5xcavngaga4s634694wqahamac6a304ytm,1.743679,2021-12-07 17:16:16 -0500,2021-12-07 17:16:58 -0500,46E02C1FA3359580FE839C74F3B24B0D1358A85541A94B09DDA537AF4933F465,0.0
11385,bnb1uxs79ucjf47h6fy2z5tduqvltgllvf9s40x3g4,1.738828,2021-12-07 17:17:34 -0500,2021-12-07 17:18:25 -0500,A43B1116BB86DC5A9C41BE12A9C5664A1DED39D88ADC81FA30D90AE26D1553B3,0.0
11386,bnb1nf0w4y0892v4626qf268kct006udw2cadlkhmj,1.742768,2021-12-07 17:23:45 -0500,2021-12-07 17:24:21 -0500,A1A7B4F41BA1DCD0DCBB69DE7CFD634BB6C8F0F9D5C1424217C713EFA96EA299,0.0
11387,bnb1tevdqy6dnzj897xyunjgr8gktq60eu7kvfe7yj,1.74216,2021-12-07 17:24:41 -0500,2021-12-07 17:25:16 -0500,523E8105616F2F7E70C53672A1DEE283B0EA8F9818976B1955C515F513321E1C,0.0
11388,bnb1w99eq79jdasnkzpnkfp6r3g8jahuyx6cdcys74,1.744287,2021-12-07 17:25:35 -0500,2021-12-07 17:26:49 -0500,F55A3FD8BDA6F5F02C28C00B4F741CDED7FC027CF3CF038B7708FAB605555558,0.0
11389,bnb17ejf6qhl7z5pc7z4wdajxadhfwdevlrzpq4pkr,1.742464,2021-12-07 17:27:09 -0500,2021-12-07 17:27:53 -0500,D2F07D1BCC42FEF9BC589959C543330B03C8C91169A905F29DBE8A16C939E293,0.0
11390,bnb1g2emey6yz65elezyrxssjp2g87fff3jk5lw8kg,1.740644,2021-12-07 17:28:11 -0500,2021-12-07 17:28:39 -0500,BE78DDA3512132763D00CEA37CBB9EB2C0F48FD1D5D9E15D6D04FF151399A7D9,0.0
11391,bnb14tqe4jk9k95sfww6aksqym5hk0x3lgyehf5r7w,1.740947,2021-12-07 17:28:59 -0500,2021-12-07 17:29:35 -0500,C8F86ED44DCB4E6DC1D354372261FDDD1A243B0958B89A43060437227C410237,0.0
11392,bnb1rqgwccm8wpyllw76720smuutnq2sytvztftjr5,1.740038,2021-12-07 17:31:06 -0500,2021-12-07 17:32:10 -0500,EA1D2C10A09FA401E6026B313C97B30759876AB1D79CB2C48E274DCFC20835FC,0.0
11394,bnb1q2lv8ynqguwwkflzqcjkgsewr6wmsj9e9g0g5r,1.733403,2021-12-07 17:40:30 -0500,2021-12-07 17:41:08 -0500,6E5ACEA700285562174D2F9D25C0B41DD345F58B3896B74BFDADC96828D0FDA5,0.0
11395,bnb1zn5wpjzhtw86atlwyd4gxzx5vq2e4myr424vr0,1.737619,2021-12-07 17:44:31 -0500,2021-12-07 17:45:24 -0500,509DEF96B4F590E118C41D7F63AF95644A72B6923197C0C6E2359C1314AAED4C,0.0
11396,bnb1e45esza3k3gv63f8turdxeh8wdfj5a74l6d9av,1.737318,2021-12-07 17:45:55 -0500,2021-12-07 17:46:31 -0500,34ADE40214EAC6A61F025B83601F2AA5E1C8211F74ACAEBB07F1B2E6CB4003DA,0.0
11397,bnb17ayejn6kl9g0893h5t0r7m6528zla9n3tjlqwh,1.737921,2021-12-07 17:47:12 -0500,2021-12-07 17:47:40 -0500,A063D18713D2C2D78EF43A230CDF4D46FE92B0D3CC99C42E29FF79CC200C27EE,0.0
11398,bnb1hkgdstamg5w4295p5q9j7f6647lzqytjvcj275,1.739736,2021-12-07 17:48:09 -0500,2021-12-07 17:49:39 -0500,22F0FEBD4A0DC98F33CE1C31EBB64ECB9C274E7BBCEF3813DE5CCC60C65D367E,0.0
11399,bnb138kfs25dtekqqzryfx3068aqcsjhcz2gk7azn5,1.743375,2021-12-07 17:50:21 -0500,2021-12-07 17:51:14 -0500,F3906DEA310626CFB5C93DD9A5C94625143FE5FFE7AAB789B4F46A062940E721,0.0
11400,bnb15x8hexwlpk9k8k6qkvhr2kgu4pla2xv0myxqrc,1.744287,2021-12-07 17:51:43 -0500,2021-12-07 17:52:24 -0500,727E12AD9CD341A038D5E2B2240B31BD980151768CCB7007AA835BE324BCCE5C,0.0
11401,bnb16676gwczvkl480c2cpnwlu7kleva80fll4hfn0,1.744592,2021-12-07 17:52:52 -0500,2021-12-07 17:54:03 -0500,410C359D9A3E2381B298F508D14541833CA44F1C9E555732B99059F8FE000B2D,0.0
11402,bnb1n0hnw72qyauvzyksrrtgwxjra3dt92ddy93wgv,1.744896,2021-12-07 17:54:37 -0500,2021-12-07 17:55:16 -0500,3278E2451C469E5652D6E146873169BDCE85F30DEA6613C2086CF6EE96BD1676,0.0
11404,bnb17p9s0dwp4ghg90q5rhze9zs9pmam2arv8u6swk,1.743375,2021-12-07 17:55:44 -0500,2021-12-07 17:56:11 -0500,8F28623E6216CC48CF8B97C6AA7B79649FC32766C7EF4A90633B185588968497,0.0
11405,bnb1etw2czs6sdpz4zjnkwxhqvx46kvx7dn2jaa2la,0.173883,2021-12-07 18:07:20 -0500,2021-12-07 18:08:06 -0500,DFDABC6F4EA703B7D5E8CD278CF34F14A7E952A5B250335E590F5256F64A1931,0.0
11406,bnb1v2k0ddd50zq0xfc94wjrat7en0ehxm90d282um,0.174004,2021-12-07 18:08:35 -0500,2021-12-07 18:09:20 -0500,79192754A537D1FB88414AFE68506DB1A7BB71A3A49BCC41B0E6E07884EE9267,0.0
